Row,PTPRG11896,UBE4B9684,C11orf8216678,AATK11763,RBM463325,DUS2L20821,MAFK3029,FBXL89646,MFSD822953,PPP1R3B6052,MAPK117795,SH3BGRL21606,CARS213314,TMEM1013817,PPP2R2A430,MLPH11103,BCL619769,PRELP12374,TARS27402,ARRDC213993,CDC20B13617,MRPL402834,CEP5722578,ZGPAT14826,IFIT117808,KLHL2620801,KL21422,TMEM1406592,HIST1H2AI22092,CCDC1109098,LIPA14605,C11orf6514636,TRAF116981,OSR115498,SMCP966,PIP4K2B13668,FCRL31541,SKIL18559,CHDH13711,GP217186,GCHFR9711,SART319072,TRPM48458,TAF107912,C11orf5815523,ORC3L9369,SOX1213557,PTPRS4751,TOM14165,MED305186,C22orf324553,ESYT312761,C13orf3312015,NLRP55235,FBXO384078,CD4018321,SMARCD111371,MRPL913039,SLAMF12434,PHF21A6196,ZNF7647338,HSD3B21056,BCL920577,UBL4B3699,PRTFDC116293,NEURL38406,KRAS21787,B3GALTL16172,SYPL19569,NXT110817,C22orf267931,PDXP9894,ONECUT117059,NXN22952,IDI17433,FBXO1713258,GSG1L772,TRIM4515929,RIC8B21118,KCNS222067,B9D212359,HSPH114957,YIPF621584,FAM48A17822,ADAM2586,GGH6228,S1PR519620,PTGR27367,GRIN2B1089,C12orf12924,RGS712995,CBLL13016,FOXC217160,SEC61B5151,TPT113430,ROD15421,SFRS13A22053,LRRC318812,C7orf536376,GFM28685,KCTD207455,PAWR15781,TTC2217291,KDM4A6537,TLN16662,UBE2J220103,SDC23614,TMEM257247,IPO49808,FZD420594,PEX123070,DIRC1114,TSNAX9561,FARP222601,SLC25A2918,ARID1B8583,FEN120954,UBTF21515,GRB103265,KCNK155823,FAM120C12560,CDK5R110398,GABARAP13365,BCAS213792,SYAP118341,C3orf545566,PAPD410506,ETF114875,GK20148,OTX120223,POLD422057,BATF23712,RGS18272,SEC31B1427,BMP153786,UBAC113933,TMEM10116702,GNAT21666,ASCC314234,RPL1518230,ETV618328,CIITA20431,TACC117640,OPRM114593,PSMA113589,RPL522040,MYT11826,CRYGD15769,ILF218835,PCYT1A5077,TESC6610,CDH210766,UBC16952,STAR3396,ADIPOR115029,ADM20945,MUC1310311,FZD48734,TMEM17122064,TPH1119,NLRP124599,STK310739,ELL211253,FCRLB4371,BLOC1S14248,C14orf14719318,TOP111485,RRAD6158,ANKRD1018140,RWDD2B9470,KBTBD42754,FUS4746,CDK612229,ZGPAT14780,IGSF18140,MED1717207,FAM103A122877,UQCR5048,RGS28340,PSMA79168,MRPL469498,PEG1014486,C17orf5720463,OLFM42920,XRCC610785,PER221839,MPG17459,GPR562663,USP1317779,LSM414817,SLC16A72950,RPS6KL110154,C14orf1667358,AAMP18429,SEC24C21525,PIGS13065,WBP2NL19230,C6orf12520163,INHBA144,RDBP2762
TCGA.AA.3864.01A,-0.139147,-0.374739,0.06595,-1.039821,0.615367,-0.254839,0.068995,0.875713,-0.098045,-0.433417,0.12762,-0.783014,0.76464,0.732473,-1.5916,-0.49167,-0.232549,-0.340012,0.516309,0.577635,-0.279056,-0.122473,-0.77161,0.045312,0.465244,-0.154791,-1.232915,0.53312,2.719718,0.244004,-0.342121,-0.362204,-0.036188,-0.492164,0.398177,-0.27073,-0.291093,0.183653,-0.330728,-0.359016,-0.331427,0.415575,-0.045331,-0.143638,-0.346352,-0.219542,-0.009219,-0.259574,-0.333508,-0.563444,-0.109693,0.756143,0.104443,0.531329,-0.124379,-1.343181,1.053438,-0.461122,0.325792,0.220168,-0.127305,0.309579,-0.311089,-0.709858,-0.310146,-0.526102,0.353767,-0.140996,0.082142,0.258399,0.257361,-0.169622,0.31196,-0.387043,-0.075156,-0.451375,0.421933,-0.199893,-0.033722,0.39754,-0.301039,0.059377,-0.696287,-0.1684,0.051951,-0.35904,-0.547244,-0.333822,0.663192,-0.692817,-0.452346,-0.016811,-0.914979,0.057508,0.171739,-0.289813,0.301613,-0.386418,-0.975109,-0.234824,-0.086587,-0.115423,3.172361,1.593219,-0.285402,0.171668,0.787206,-0.432831,0.300851,-0.248891,-0.084097,0.506131,0.374192,0.207132,-0.026451,0.123952,0.43248,-0.000487,0.452504,-0.41797,-0.926519,-0.260175,-0.38397,-0.250215,0.571598,-0.462254,0.030968,0.062548,-0.922018,0.485346,-0.240191,0.407384,-0.274668,0.34986,0.168241,-0.148444,-0.187722,-1.438888,0.068615,0.339526,0.078714,-0.288725,-0.4205,-0.091026,-0.538974,-0.343558,-0.463669,0.369646,0.564044,0.150165,-0.483125,0.49792,0.728381,-0.495169,0.118712,-0.579303,-0.515713,0.218927,1.399157,0.731803,0.154961,0.230879,1.208876,-0.430775,0.601122,-0.448402,-0.293223,-0.73526,0.053374,-0.096055,0.311072,0.076815,-0.131313,-0.257681,1.25087,0.911059,0.004549,0.521857,-0.069439,0.233128,0.019252,0.323151,1.443145,-0.316185,-0.253072,-0.268611,-0.110723,-0.023972,0.404389,-0.024029,0.737019,-0.333595,-0.196341,-0.09884,0.194073,-0.149705,-0.954329,0.159328,-0.31534,-1.560675
TCGA.AA.3866.01A,-0.249504,0.401779,-0.515791,-0.968286,-0.601739,-0.599058,-0.07055,0.080384,-0.111524,0.402122,-0.138166,0.391692,0.237773,-0.069386,0.233364,0.755654,-0.05444,0.662591,0.215783,0.030596,-0.063441,-0.312045,-0.054021,-0.236547,0.021462,0.418827,0.900437,0.114669,-0.422551,-0.552908,-0.348686,0.317583,-0.798138,-0.200924,0.904493,0.43081,-0.412447,0.026989,0.241291,-0.229704,-0.046386,0.565314,0.124279,1.148334,-0.520257,-0.318722,2.320637,0.633968,0.731467,-0.292733,0.545219,1.024186,-0.609624,0.19359,-0.115003,-0.161268,0.387911,-0.431284,0.031007,0.638874,-0.561633,-0.218643,0.06934,0.093271,-0.236882,0.148209,-0.539533,-0.026165,-0.016011,-0.354955,0.50765,-0.344835,0.624977,0.025969,-0.151266,-0.677657,0.328695,0.043812,0.123569,0.333275,-0.455069,-0.292834,0.835252,-0.131,0.175988,-0.394965,-0.49397,-0.095014,0.315635,0.222111,-0.306298,0.551284,-0.970328,0.045118,0.177477,-0.513796,-0.082626,-0.053976,1.15609,-0.123048,-0.220484,0.74653,-0.025102,0.955984,0.480611,0.791851,-0.845172,-1.137109,0.09521,-0.172166,0.05909,-0.732024,-0.464874,0.757726,0.107464,0.280297,0.429031,-0.10396,-0.331032,-0.416664,0.529322,-0.36204,-0.344863,0.53938,0.355652,1.541363,-0.712945,0.402153,0.41008,0.325975,0.822077,0.682491,-0.032153,0.179993,-0.284072,0.202534,-0.294388,0.166911,-0.067741,0.592128,-0.121432,0.961576,-0.412461,-0.73229,-0.234239,0.098841,-0.44294,-0.292052,-0.13241,0.603561,-0.105793,-0.464051,-0.229049,0.392465,-0.096452,-0.590978,-0.068966,-0.052103,-1.041491,0.025831,-2.170093,1.004008,0.432226,0.508547,0.60172,-0.394513,-0.371679,0.520899,0.00978,-0.128842,1.268654,0.166754,-0.069051,0.272025,-0.084372,-0.499817,0.009053,-0.277565,-0.197057,0.920568,0.099293,-1.466944,-0.43304,0.440652,-0.196737,-0.209135,0.548673,0.350455,0.129623,-0.14303,0.015327,0.4505,0.000848,-0.173927,-0.012753,0.448271,-0.457418,-0.01978,0.555548,0.465226
TCGA.AA.3939.01A,2.914094,0.942343,0.135236,-0.467066,0.46414,0.79187,-0.246087,1.071664,-0.156863,-0.534108,0.631385,-1.006201,0.478312,0.081633,-1.421077,-0.461999,2.162315,0.1771,0.316703,0.420785,0.241318,0.369706,0.06187,-0.247897,0.083058,0.362028,-1.252584,0.923655,-0.107644,-0.636037,-0.195973,0.883512,0.35656,-0.394292,0.786812,0.158671,-0.549285,-0.041949,0.108609,-0.398934,0.868277,0.728895,0.267888,-0.701439,0.511155,0.082688,0.146437,-0.403772,0.839889,0.48959,0.235356,0.523583,-0.45872,0.362285,0.017929,0.274015,0.222565,-0.301407,0.535847,-0.219438,0.295331,0.361192,0.762648,1.091085,0.51657,0.53201,0.033476,0.354539,0.268366,0.520999,0.238792,0.77829,0.746225,-0.521954,0.354742,0.228607,0.696078,0.543764,-0.054109,-0.853162,0.454779,0.182134,-0.664303,-0.113171,0.373143,-0.596389,-0.51793,0.402223,-2.865752,-0.156112,-0.324423,0.662293,0.392316,0.229963,0.698392,1.001222,0.213511,-0.085095,0.406814,0.600153,0.548353,0.511657,0.122977,1.131451,1.046594,0.250731,0.904989,-0.847736,0.203488,0.07763,0.130191,-0.460638,-0.19886,0.866552,-0.773772,0.479981,0.709627,0.546272,-0.256846,-0.333455,-0.871161,-0.076653,0.724053,0.74455,0.565828,0.21054,0.409701,0.602287,-0.941971,1.848001,-0.26617,0.598415,0.518543,0.042658,0.212964,0.40934,0.149011,-0.753733,0.03479,0.737011,0.345917,-0.156123,-0.381439,0.911172,1.384544,0.20804,0.676852,-0.108708,1.176515,0.419788,0.048163,-0.15211,0.755848,0.66161,-0.283797,1.15893,0.353593,1.172811,-1.151307,-1.794641,0.860189,0.216782,-0.897009,0.617069,0.33949,0.914557,0.066349,0.360295,0.134653,0.114412,0.970681,0.131285,1.037799,0.267993,-0.77323,0.317032,0.096396,0.656578,-0.057606,0.832209,0.572878,0.15194,-0.963768,0.242047,1.578134,-0.254163,0.210746,0.082173,0.020457,0.101961,-0.700062,0.266766,0.254792,-0.257812,0.717104,0.018367,-0.683993,0.245762,0.365958,-0.678639
TCGA.AA.3947.01A,-0.137473,0.247109,1.479205,-0.706414,1.061052,1.417449,0.285615,0.470591,1.484937,0.695369,2.118389,2.108601,1.369549,0.207884,0.428063,-0.586905,-0.038758,0.273649,-0.022237,0.121182,0.988152,1.848367,-0.002831,0.66878,0.921312,0.656229,1.211212,1.649503,4.542114,0.337235,-0.254168,-0.072869,1.521343,0.719522,-0.984105,1.063577,-0.185344,0.901951,1.005493,0.682588,0.73599,0.184663,0.348211,2.27441,1.678161,0.366131,-0.003196,-0.26084,1.718816,0.681224,0.873488,1.359096,0.992482,-0.669012,-0.109608,1.423438,0.181546,1.425699,0.750762,0.279554,0.980836,-0.857384,-0.250494,-0.066108,-0.108707,0.981293,0.106027,-0.03216,0.47282,0.918656,-0.583864,1.022868,1.571225,1.921991,0.779217,1.246421,0.679655,0.392864,-0.25152,0.874883,0.97404,0.409248,1.268539,0.547066,0.538744,0.97007,1.754611,0.013575,0.104184,-0.25522,1.204621,1.222207,1.005947,0.01021,-0.099705,1.133746,1.558394,-0.231083,0.3345,1.517056,1.227056,0.128171,2.242448,0.432475,1.084175,0.141718,1.057091,1.470862,0.203701,-0.158055,0.931423,-0.147806,0.853794,1.206456,0.194367,0.900397,0.974018,0.88831,-0.416226,1.588716,1.384833,-0.031754,-0.005514,0.526858,-0.231631,2.876729,0.068258,0.591521,1.223973,0.168426,0.82683,1.086573,-0.416208,0.255813,-0.002751,0.770875,1.116223,0.545224,1.652152,1.717552,1.017221,1.119364,-0.347696,0.716147,0.030365,0.753608,0.506351,-0.214782,1.260136,0.482767,1.250308,0.613299,0.667341,0.047342,0.609548,0.391577,0.163611,0.919124,1.178153,-0.025772,0.217803,0.461371,2.24161,-0.394199,1.008096,-0.740664,-0.594938,0.566331,1.813716,-0.28943,-0.288849,0.034284,-0.249618,1.043035,1.306489,0.332249,0.428784,0.202047,0.0027,-0.101926,0.894262,-0.766076,1.444934,0.43737,-0.048138,4.366338,0.266341,-0.211442,0.813575,1.023072,1.344696,0.151418,0.29426,0.580516,0.341688,1.747801,1.598316,1.064676,1.129942,-1.206886
TCGA.AA.3949.01A,-0.314907,0.683405,-0.042633,-0.617676,0.21952,-0.227562,0.175495,-0.13604,0.005842,0.362583,4.514364,0.819063,0.611043,-0.170591,-0.112962,-0.47003,-0.827546,1.210952,0.209282,-0.477862,0.508665,-0.191949,-0.734914,0.202098,0.200487,0.49561,0.844598,-0.149053,0.992437,-0.523813,-0.617546,-0.67081,0.515754,-0.399529,0.74843,0.137416,1.346382,-0.229813,0.491085,1.602277,-0.417824,-0.047124,0.31797,1.347519,0.326223,0.145508,-0.522651,0.76469,0.205033,0.112226,-0.167836,-1.011711,0.452312,-0.12814,-0.25465,0.597715,-0.784731,-0.003157,-0.699544,-0.577587,0.336503,0.602836,-0.609328,0.815402,-0.055327,1.020587,1.099182,-0.930653,0.169092,0.066849,-0.694219,-0.391502,0.652443,-0.413221,-0.353056,1.316629,0.356741,-0.138819,-0.729321,-0.444741,2.426693,0.880171,1.078833,0.127382,0.151387,-0.311911,2.036269,-0.450008,0.493931,-0.399871,1.672797,-0.144841,-0.047731,-0.05754,-0.505425,-0.096424,-0.087116,-0.35162,0.608136,0.57988,-0.054845,-0.036541,0.344633,0.04525,0.211569,0.04783,0.574344,0.563908,-0.055923,-0.353486,0.370472,0.912413,0.404327,-0.051602,-0.070457,-0.33913,0.506694,-0.170657,-0.316581,-0.416931,1.052882,-0.34155,-1.147178,-0.364526,-0.87908,-0.186931,-0.528338,-0.081565,0.948997,-0.60695,2.634009,0.47603,0.224704,-0.833869,0.120196,0.351507,-0.242507,-0.64851,0.020136,-0.500891,-0.239824,-0.627288,-0.467146,-0.118956,-0.531287,-0.124362,1.128997,-0.484333,-0.050249,-0.210459,0.095946,0.083839,0.046424,0.815848,-0.369629,-0.264992,1.460542,0.465368,-0.881668,0.134378,-0.592804,1.449137,1.594066,0.252943,-0.936649,-0.727346,0.072861,0.043486,0.105938,2.663087,1.106251,-0.467133,-0.826795,0.30403,1.215777,-0.197443,-0.081334,-0.705724,-0.230875,0.969221,-0.264528,0.052668,0.691888,0.054625,-0.260448,-0.391244,2.307023,1.349878,0.236096,-0.290809,1.250175,-0.331946,-0.624729,0.021188,-0.436612,-0.102963,0.49567,0.237583,1.311938,-1.748176
TCGA.AA.3968.01A,-0.566018,0.325924,-0.512803,0.035899,1.230051,-0.457636,0.119146,-0.378317,0.063444,-0.901473,-0.55268,0.591272,0.643346,-0.205591,0.15554,-0.283825,-0.448389,-0.932079,-0.041692,-0.38744,-0.263544,0.772983,-0.497019,-0.138859,-0.294806,-0.214401,-1.300895,-0.462143,-0.333038,0.275606,0.092086,0.229162,-0.35747,-0.432054,-0.582872,-0.281669,-0.56603,-0.278706,-0.267978,-0.569391,-0.400574,0.266318,0.062794,1.656413,-0.41434,0.008602,-0.247353,-0.59449,0.812678,-0.149599,0.074405,-0.957735,0.639221,0.362533,-0.093143,0.168337,0.036079,-0.439877,0.543307,-1.07682,0.323842,0.292944,-0.302942,0.01517,-0.031291,-0.671491,-0.641119,-0.33952,-0.255855,-0.079236,0.899343,-0.227349,-0.881274,-0.398359,-0.171641,-1.200531,0.593444,-1.0047,0.004637,0.366234,-0.30812,-0.114904,1.087559,-0.247482,-1.399581,-0.423066,-0.484527,-0.048772,0.848554,-0.2335,-0.775322,0.343077,0.604977,-0.289736,0.268988,-0.046992,-0.206717,-0.313412,1.1045,-0.10908,-0.369605,2.675087,-0.397438,0.314517,-0.080291,0.157481,-1.17839,1.193723,-0.363507,-0.315912,-0.082859,-0.877027,0.037987,-0.257227,-0.11674,-0.176683,0.427763,-0.38987,-0.117389,-0.334705,0.812621,-0.33274,-0.55341,0.29037,-0.492467,-0.325514,-0.196493,0.089099,0.745963,0.145923,-0.718233,0.061606,-0.551694,0.363892,-0.423175,0.113056,-0.280934,0.661834,-0.327749,-0.495337,-0.146492,-0.611474,-0.435949,-0.040005,-0.46615,-0.072688,0.047799,0.818693,-0.205509,0.003825,0.012324,0.468945,0.04837,-0.077271,-0.558768,-0.160041,-0.084217,-0.048956,0.277044,0.971862,-0.48942,-0.855185,1.080915,-0.654635,-0.388265,-0.385419,-0.349861,0.776989,-0.569994,-0.369975,1.260363,-0.571698,-0.822458,-0.166957,-0.085896,0.265328,7.9e-05,0.374356,-0.222615,1.539174,0.044839,-0.478803,-1.048476,0.006872,-0.232646,-0.783683,-0.099561,-0.795847,0.482392,-0.446228,-0.641448,-0.828016,-0.555831,-0.25941,-0.767578,-0.037075,1.498775,-0.902561,-1.04217,-1.604727
TCGA.AA.3975.01A,3.509247,-0.670632,1.029452,-0.360358,0.701972,1.350553,-0.25728,0.832345,0.497994,1.326288,1.104745,-0.860319,0.60887,0.771415,-0.055757,-0.771344,1.806673,-0.366895,2.172821,0.617398,0.676991,1.312483,1.582229,-0.462295,0.630197,1.439949,-1.229488,0.558772,0.081341,0.467039,1.544571,5.794041,-0.379176,-0.388846,0.523635,0.764501,-0.439735,0.938663,0.527178,-0.223215,0.566268,1.764996,1.527293,-0.625938,1.07833,1.911268,1.170996,-0.874656,1.147496,0.403847,0.454592,-0.901645,-0.715159,-0.050756,0.283334,-1.286675,1.366348,0.558426,-0.509254,0.925487,0.908234,0.39329,0.302938,1.237382,-0.202256,-0.23268,1.846327,1.245199,0.458199,0.624731,-0.601885,0.47956,-0.965022,0.195056,1.295166,-0.769893,-0.000237,0.314402,1.928502,0.338132,0.027867,0.575014,-1.126891,0.102594,-0.351145,0.006573,-0.406693,1.268023,0.502029,-0.249319,-0.627081,-0.230916,0.139951,1.002059,1.401393,0.980608,0.227576,-0.230558,-1.182358,0.111425,1.417563,1.025603,-0.02894,0.846632,0.593845,1.128129,-1.493989,-0.011286,0.541804,-0.213593,1.238896,1.115753,0.981639,0.73774,-1.090264,0.80707,0.267873,1.151599,1.638615,-0.283313,-0.746217,-0.333951,2.569746,0.603403,0.99819,0.407511,0.689183,1.292299,-0.916801,1.965792,-0.610149,0.261308,0.286791,0.713958,0.764672,0.84454,1.034076,0.502536,0.671234,1.105497,0.935221,0.045435,-0.313416,0.644439,1.788152,0.862346,-0.995979,0.726223,0.842969,1.066219,0.744146,-2.362248,1.423252,-0.640369,1.599502,0.44478,-0.326385,0.257621,1.424878,-0.894469,-1.562037,-0.340971,-0.692377,-0.721279,0.950068,1.810158,0.825971,0.977814,1.490141,-0.017217,0.463374,2.20373,0.690571,0.333009,-0.875043,2.102051,0.345931,1.693909,-0.040811,0.447089,1.51637,-3.560414,-0.051458,-0.368441,1.628013,0.656802,0.423064,-0.803741,0.914252,1.16147,-0.60003,1.059749,1.745155,0.115078,2.443283,0.750801,-0.936409,0.410004,-0.418066,0.130813
TCGA.AA.3976.01A,-0.230475,-0.04416,1.314142,0.883459,-0.292896,0.349469,0.020807,0.846802,0.814015,0.199757,0.13064,-0.865021,1.589562,1.041811,0.210507,0.460652,0.018619,-0.705608,0.105072,0.349723,-0.222,1.082192,0.475765,0.098768,-0.197041,0.669177,-0.254309,0.557409,-0.343504,1.464663,0.421033,0.052509,-0.483447,-0.5159,0.524135,1.127644,-0.607894,0.767129,0.210588,-0.104357,0.66528,0.719385,0.323217,0.070676,-0.358832,0.392564,0.42193,-0.86339,0.661325,0.430649,0.354684,-0.597742,0.898999,-0.050813,-0.160332,-0.47262,0.884446,0.427999,0.417495,0.205714,0.21694,-0.194308,0.327583,-0.199591,-0.243711,-0.196704,0.444678,3.856163,0.468765,0.458906,0.072039,1.27161,1.769122,0.123962,0.609722,-0.695103,0.206188,0.945231,0.421784,1.054464,-0.346962,0.187733,-0.627288,0.207143,0.632034,0.58627,-0.511196,0.598454,-0.476673,-0.031186,-0.055336,-0.273544,-0.922062,0.814398,1.012033,0.193977,0.812398,-0.348502,-0.791971,0.571751,1.467431,0.003082,-0.486179,0.752849,0.290255,1.035235,-1.435226,-1.241291,0.368396,-0.219755,0.786404,-0.559853,1.445508,0.796647,0.009148,0.509294,0.396449,0.338781,0.559545,-0.345749,-0.892728,-0.257845,0.30955,0.710199,-0.21528,1.014681,0.127186,0.270229,-0.928345,-0.137816,-0.712652,-0.151978,-0.278922,0.764131,0.220068,0.554548,0.70892,0.513797,0.496646,1.912808,1.217588,0.214065,-0.356264,1.000133,0.746433,0.881773,-0.679663,0.644922,0.17019,0.471895,0.8844,0.946775,0.769349,-0.753312,0.225745,0.856808,-0.954273,1.351735,1.248335,-1.115275,0.10816,-0.592652,-1.029335,0.503989,-0.118553,0.274668,1.202304,-0.934535,-0.066737,-0.119814,-0.276001,0.247849,1.352119,0.153683,-0.831003,0.351505,0.225361,0.762511,0.023179,0.74354,0.48059,0.350846,1.205066,0.355822,0.686927,1.126889,0.193234,-1.194565,1.760662,1.006476,-0.759188,0.375471,2.183344,0.140223,0.166965,2.112721,-0.267326,-0.306256,-0.122355,-0.422791
TCGA.AA.3986.01A,-0.359443,0.619648,0.189509,-0.983589,0.914367,-0.398697,0.252526,0.175265,-0.07983,-0.251703,-0.263471,-1.119224,0.587174,0.117512,-0.948044,1.623348,-0.147839,1.066257,0.02364,-0.397755,-0.197277,-0.736252,-0.337551,-0.26409,-0.200561,-0.48511,0.99279,-0.711113,-0.295515,0.070841,-0.592611,-0.742478,-1.018372,-0.505182,0.698106,0.075845,-0.247806,-0.585774,0.570463,-0.735403,-0.490194,0.05102,0.34159,-0.081178,-0.890095,-0.269615,5.417186,0.052952,-0.126101,-0.562027,-0.122249,0.071403,1.25718,0.704679,-0.167087,0.833172,-0.426693,-0.732906,-0.349172,-0.112448,-0.576467,-1.004421,0.345933,-1.087675,0.133944,0.11551,0.586037,-0.268975,0.073573,0.394277,3.934329,-0.731726,0.573396,-0.49276,-0.760198,-0.693446,0.503014,-0.523838,-0.642858,-0.572616,-0.425583,-0.391908,-0.693003,0.036276,-0.045955,-0.562417,-0.496077,-0.125474,-1.285243,-0.899123,-0.050233,-0.557388,-1.087514,-0.035856,-0.37107,-0.415767,-0.48291,1.559337,0.052131,-0.681973,-0.792643,1.151182,0.346021,-0.803057,-0.841026,0.075014,-1.206873,-1.145188,-0.144259,-0.042595,-0.702104,-0.5825,-0.597256,0.720094,0.062067,-0.31945,-0.015032,-0.666017,-0.317129,-0.396898,-1.026915,-0.467096,-0.718851,-0.143327,-0.415398,-0.481157,-0.363691,0.225257,-0.976145,-0.24534,0.217073,0.362657,-0.19838,-1.295987,0.302647,0.303426,-0.624114,0.670335,-0.541486,-0.315426,-0.307763,-0.685613,-0.426046,0.116263,-1.188103,-0.332813,0.336672,-0.533218,-0.991147,0.25672,-0.493981,-0.300014,-0.500198,0.351034,-0.372549,-0.294082,0.210551,-0.062858,0.750994,-1.930639,-0.105689,1.490061,1.422137,-0.358823,0.905147,-0.928587,-0.487179,-0.234727,-0.452274,-0.142173,0.226396,0.044962,-0.354491,0.170483,-0.813829,-0.397709,-0.064461,-0.182044,-0.222185,0.478687,-0.422531,0.094322,-0.450435,-0.029773,-0.626847,-0.749308,1.012394,1.115787,-0.200289,-0.433793,0.617229,0.429467,-0.381874,-0.385694,-0.706917,-0.648096,0.617357,0.004463,0.518167,-1.962685
TCGA.AA.3989.01A,1.096992,-0.131016,-0.061916,-1.069023,1.12065,0.541509,0.23402,0.028326,-0.054522,0.976881,1.253823,-0.856691,0.469737,1.559559,-1.474526,-0.415504,1.856966,0.767645,1.741894,0.714584,0.189451,0.682043,1.59526,-0.215022,0.874201,0.522015,0.713411,0.616475,0.104043,0.959288,0.89104,0.494312,-0.125928,-0.420948,-0.589299,-0.01765,-0.329736,0.983975,0.628847,0.102413,0.955508,0.641292,1.099431,-0.778813,0.529715,1.502209,0.943882,-0.340212,0.613721,0.995976,0.99136,-0.849137,0.865537,0.346857,0.128119,1.227377,2.30627,0.588709,-0.011286,0.742335,0.043627,-0.237285,0.525139,0.092393,0.545613,-0.02221,0.715732,1.714846,0.563501,-0.158663,1.04003,0.460765,0.823393,-0.378945,-0.303146,-0.73659,0.447039,0.04195,1.733779,0.291082,-0.215376,0.40949,-1.029923,0.253413,-0.30095,0.830159,-0.383931,0.523861,0.664353,-1.37793,-0.101994,-0.422163,0.693904,1.645129,2.22987,0.393484,0.166458,0.587805,-1.301943,0.100989,-0.107732,1.741251,0.045442,0.368781,0.593648,1.039386,0.910886,0.273232,0.330014,0.244312,0.864676,0.840622,1.067115,0.28443,-0.890972,0.586359,0.57518,0.847925,0.593313,-0.191869,-0.717883,0.032876,2.529353,0.27229,1.700778,0.157454,0.503326,0.897986,-0.860283,1.826754,-0.563274,0.140829,0.605277,-0.106741,0.462753,0.597269,1.327899,-0.602022,0.68732,1.546136,0.705568,-0.235887,-0.374114,0.686547,1.172261,0.137608,-0.906651,0.11644,1.042174,1.023762,0.142711,0.008384,0.842153,-0.718371,1.367996,0.654896,-0.020599,0.155768,0.973455,-0.567994,0.34503,0.986909,1.445184,-0.035887,1.050064,2.431703,2.010269,-0.662785,0.335679,-0.155619,-0.040603,1.602964,2.139298,0.232316,-0.664033,1.873841,0.419828,0.218029,0.007039,-0.03499,1.660736,-0.040398,0.415287,-0.003205,1.431231,2.17464,0.649591,0.12942,0.376166,0.795004,-0.523643,1.021918,1.265399,-0.147275,1.283641,0.49184,0.43173,0.297001,0.304204,-1.490001
TCGA.AA.3994.01A,1.38447,0.233572,1.237979,-1.161735,0.466707,1.152641,-0.011269,3.084139,0.994669,0.649744,1.397193,-0.778723,0.643436,1.939815,0.193524,-0.454425,2.566137,-0.384077,2.368822,1.843546,0.47528,1.090032,4.790854,-0.370609,1.245441,0.313942,1.365106,1.204641,-0.01232,0.912304,2.083735,3.001471,-0.194565,-0.474536,0.724772,0.038869,-0.203242,1.038355,0.112565,0.748153,0.251434,1.370137,2.006752,-0.175277,0.841022,0.977298,0.554394,-0.375226,0.478008,1.966096,0.643895,1.548522,0.37806,0.344852,0.20126,1.501476,2.675101,0.573633,-0.484676,1.540029,1.613023,0.022337,1.341372,-0.322032,-0.169002,0.152299,1.172315,2.269695,0.13694,0.766572,-0.208333,1.595701,1.540785,3.293275,0.943296,1.716442,0.894986,0.455145,1.085926,0.421264,3.761141,1.541119,-0.255341,-0.055093,0.778203,0.591155,2.504972,1.5705,0.220315,-0.852089,2.188524,0.937402,0.65826,1.177983,1.045901,1.049316,0.804263,0.288381,-0.607232,0.6356,1.345378,2.38842,-0.542449,1.46278,0.381246,1.457412,1.240609,0.068733,1.37258,0.326422,0.815978,0.472211,0.704579,0.512075,-1.807964,0.887626,0.490383,0.922395,3.206475,3.379346,-0.592946,-0.023863,2.564591,1.063265,4.473315,1.694239,1.246981,2.30147,-0.779608,3.672291,-0.077911,0.528177,1.00494,0.872242,0.783365,1.082162,1.272278,0.385173,0.180774,2.077644,1.145779,2.139162,-0.31486,0.884965,2.338495,0.827718,1.203121,0.204949,1.708902,1.868761,1.237391,0.99002,1.795543,-0.559922,2.190512,2.128223,0.062225,0.339846,1.285961,-0.459047,0.965463,0.187646,3.030338,-0.049148,2.351028,1.959382,0.09515,0.165867,1.30388,-0.103842,-0.098283,2.659146,0.915471,1.191565,2.188251,2.432863,0.562169,1.519492,-0.197144,-0.474005,1.651555,0.380382,-0.592014,-0.786564,2.000181,1.942164,0.297015,0.090442,1.198392,0.893847,2.196156,1.44426,2.246449,0.04042,3.178964,1.119198,1.652561,1.393064,-0.324644,-0.41656
